short_name,player_positions,overall,value_eur,wage_eur,age,club_name,league_name,nationality_name,year,leaguePos
Alisson,GK,89,82000000,190000,28,Liverpool,English Premier League,Brazil,2022,3
Roberto Firmino,CF,85,54000000,185000,29,Liverpool,English Premier League,Brazil,2022,3
Thiago,"CM, CDM",86,65000000,180000,30,Liverpool,English Premier League,Spain,2022,3
A. Robertson,LB,87,83500000,175000,27,Liverpool,English Premier League,Scotland,2022,3
Fabinho,"CDM, CB",86,73500000,165000,27,Liverpool,English Premier League,Brazil,2022,3
T. Alexander-Arnold,RB,87,114000000,150000,22,Liverpool,English Premier League,England,2022,3
J. Henderson,"CDM, CM",84,29500000,140000,31,Liverpool,English Premier League,England,2022,3
J. Matip,CB,83,30500000,130000,29,Liverpool,English Premier League,Cameroon,2022,3
Diogo Jota,"LW, ST",82,46000000,120000,24,Liverpool,English Premier League,Portugal,2022,3
N. Keïta,CM,80,27500000,110000,26,Liverpool,English Premier League,Guinea,2022,3
J. Gomez,CB,82,43500000,100000,24,Liverpool,English Premier League,England,2022,3
A. Oxlade-Chamberlain,CM,79,18500000,100000,27,Liverpool,English Premier League,England,2022,3
T. Minamino,"RW, ST, LM",75,6500000,84000,26,Liverpool,English Premier League,Japan,2022,3
J. Milner,"CM, LB, RB",79,7000000,76000,35,Liverpool,English Premier League,England,2022,3
I. Konaté,CB,78,29500000,73000,22,Liverpool,English Premier League,France,2022,3
K. Tsimikas,"LB, LWB",74,5500000,62000,25,Liverpool,English Premier League,Greece,2022,3
L. Karius,GK,75,5000000,61000,28,Liverpool,English Premier League,Germany,2022,3
Adrián,GK,74,725000,53000,34,Liverpool,English Premier League,Spain,2022,3
N. Phillips,CB,73,4400000,52000,24,Liverpool,English Premier League,England,2022,3
C. Jones,CM,73,7500000,49000,20,Liverpool,English Premier League,England,2022,3
H. Elliott,"RW, CM",73,7000000,29000,18,Liverpool,English Premier League,England,2022,3
N. Williams,RB,68,2800000,21000,20,Liverpool,English Premier League,Wales,2022,3
C. Kelleher,GK,67,2200000,17000,22,Liverpool,English Premier League,Republic of Ireland,2022,3
E. Dixon-Bonner,CDM,57,400000,8000,20,Liverpool,English Premier League,England,2022,3
M. Boyes,"CB, LB",57,375000,8000,20,Liverpool,English Premier League,Wales,2022,3
T. Clayton,CB,57,400000,8000,20,Liverpool,English Premier League,Scotland,2022,3
J. Norris,LB,60,600000,3000,18,Liverpool,English Premier League,England,2022,3
B. Koumetio,CB,57,500000,3000,18,Liverpool,English Premier League,France,2022,3
Marcelo Pitaluga,GK,57,475000,1000,18,Liverpool,English Premier League,Brazil,2022,3
K. De Bruyne,"CAM, CM",91,90000000,370000,28,Manchester City,English Premier League,Belgium,2020,1
S. Agüero,ST,89,60000000,300000,31,Manchester City,English Premier League,Argentina,2020,1
David Silva,"CAM, CM",88,36000000,260000,33,Manchester City,English Premier League,Spain,2020,1
R. Sterling,"RW, LW",88,73000000,250000,24,Manchester City,English Premier League,England,2020,1
Ederson,GK,88,54500000,185000,25,Manchester City,English Premier League,Brazil,2020,1
Fernandinho,CDM,87,19500000,200000,34,Manchester City,English Premier League,Brazil,2020,1
A. Laporte,"CB, LB",87,56500000,190000,25,Manchester City,English Premier League,France,2020,1
Bernardo Silva,"RW, CAM, CM",87,64000000,210000,24,Manchester City,English Premier League,Portugal,2020,1
L. Sané,LW,86,61000000,195000,23,Manchester City,English Premier League,Germany,2020,1
Rodri,"CDM, CM",85,47000000,145000,23,Manchester City,English Premier League,Spain,2020,1
İ. Gündoğan,"CM, CDM",84,31000000,180000,28,Manchester City,English Premier League,Germany,2020,1
K. Walker,RB,84,25500000,165000,29,Manchester City,English Premier League,England,2020,1
R. Mahrez,"RW, RM",84,31500000,195000,28,Manchester City,English Premier League,Algeria,2020,1
João Cancelo,RB,84,36500000,150000,25,Manchester City,English Premier League,Portugal,2020,1
N. Otamendi,CB,83,19000000,140000,31,Manchester City,English Premier League,Argentina,2020,1
J. Stones,CB,83,30000000,135000,25,Manchester City,English Premier League,England,2020,1
Gabriel Jesus,ST,82,31000000,135000,22,Manchester City,English Premier League,Brazil,2020,1
B. Mendy,LB,80,17500000,95000,24,Manchester City,English Premier League,France,2020,1
Angeliño,LB,79,15000000,90000,22,Manchester City,English Premier League,Spain,2020,1
O. Zinchenko,LB,78,13000000,83000,22,Manchester City,English Premier League,Ukraine,2020,1
C. Bravo,GK,77,1500000,47000,36,Manchester City,English Premier League,Chile,2020,1
P. Foden,"CAM, CM",76,16500000,52000,19,Manchester City,English Premier League,England,2020,1
Aleix García,CM,74,9500000,71000,22,Manchester City,English Premier League,Spain,2020,1
S. Carson,GK,72,1700000,15000,33,Manchester City,English Premier League,England,2020,1
C. Gomes,"CDM, CM",66,1200000,7000,18,Manchester City,English Premier League,France,2020,1
Eric García,CB,66,1200000,7000,18,Manchester City,English Premier League,Spain,2020,1
F. Nmecha,"CAM, CM",62,625000,6000,18,Manchester City,English Premier League,England,2020,1
L. Gonzalez,ST,61,550000,10000,19,Manchester City,English Premier League,Switzerland,2020,1
J. Latibeaudiere,CB,60,425000,7000,19,Manchester City,English Premier League,England,2020,1
B. Garré,LW,60,425000,6000,18,Manchester City,English Premier League,Argentina,2020,1
G. Bazunu,GK,59,275000,500,17,Manchester City,English Premier League,Republic of Ireland,2020,1
T. Wilson,LB,56,180000,7000,19,Manchester City,English Premier League,Republic of Ireland,2020,1
D. Grimshaw,GK,55,150000,7000,21,Manchester City,English Premier League,England,2020,1
K. De Bruyne,"CAM, CM",91,129000000,370000,29,Manchester City,English Premier League,Belgium,2021,2
S. Agüero,ST,89,83500000,300000,32,Manchester City,English Premier League,Argentina,2021,2
R. Sterling,"LW, RW",88,114500000,270000,25,Manchester City,English Premier League,England,2021,2
Ederson,GK,88,92000000,195000,26,Manchester City,English Premier League,Brazil,2021,2
A. Laporte,CB,87,92500000,200000,26,Manchester City,English Premier League,France,2021,2
Bernardo Silva,"RW, CAM, CM",87,95000000,230000,25,Manchester City,English Premier League,Portugal,2021,2
K. Walker,RB,85,46500000,170000,30,Manchester City,English Premier League,England,2021,2
R. Mahrez,"RW, RM",85,53000000,210000,29,Manchester City,English Premier League,Algeria,2021,2
Rodri,"CDM, CM",85,66500000,145000,24,Manchester City,English Premier League,Spain,2021,2
Fernandinho,"CB, CDM",84,11000000,110000,35,Manchester City,English Premier League,Brazil,2021,2
İ. Gündoğan,"CM, CDM",83,35500000,160000,29,Manchester City,English Premier League,Germany,2021,2
João Cancelo,RB,83,43500000,140000,26,Manchester City,English Premier League,Portugal,2021,2
Gabriel Jesus,ST,83,52500000,150000,23,Manchester City,English Premier League,Brazil,2021,2
B. Mendy,LB,81,31500000,115000,25,Manchester City,English Premier League,France,2021,2
Ferran Torres,"RM, LM, CF",81,56500000,95000,20,Manchester City,English Premier League,Spain,2021,2
J. Stones,CB,80,24500000,110000,26,Manchester City,English Premier League,England,2021,2
O. Zinchenko,LB,80,29500000,95000,23,Manchester City,English Premier League,Ukraine,2021,2
N. Otamendi,CB,79,11500000,105000,32,Manchester City,English Premier League,Argentina,2021,2
N. Aké,CB,79,22000000,100000,25,Manchester City,English Premier League,Netherlands,2021,2
P. Foden,"CAM, CM",79,38500000,86000,20,Manchester City,English Premier League,England,2021,2
Z. Steffen,GK,76,9500000,64000,25,Manchester City,English Premier League,United States,2021,2
P. Roberts,"RW, RM",73,7000000,71000,23,Manchester City,English Premier League,England,2021,2
Aleix García,"CAM, CM, RM",73,6000000,65000,23,Manchester City,English Premier League,Spain,2021,2
Eric García,CB,72,5000000,32000,19,Manchester City,English Premier League,Spain,2021,2
S. Carson,GK,70,275000,12000,34,Manchester City,English Premier League,England,2021,2
T. Adarabioyo,"CB, RB",70,3300000,40000,22,Manchester City,English Premier League,England,2021,2
P. Sandler,CB,69,2900000,34000,23,Manchester City,English Premier League,Netherlands,2021,2
M. Smith,CM,66,2100000,20000,20,Manchester City,English Premier League,Wales,2021,2
C. Gomes,"CDM, CM",65,1600000,11000,19,Manchester City,English Premier League,France,2021,2
J. Latibeaudiere,"RB, CB",64,1200000,14000,20,Manchester City,English Premier League,England,2021,2
T. Harwood-Bellis,CB,61,1000000,4000,18,Manchester City,English Premier League,England,2021,2
Adrián Bernabé,CAM,61,850000,9000,19,Manchester City,English Premier League,Spain,2021,2
T. Doyle,CM,60,775000,5000,18,Manchester City,English Premier League,England,2021,2
K. De Bruyne,"CM, CAM",91,125500000,350000,30,Manchester City,English Premier League,Belgium,2022,1
R. Sterling,"LW, RW",88,107500000,290000,26,Manchester City,English Premier League,England,2022,1
R. Mahrez,"RW, RM",86,65500000,220000,30,Manchester City,English Premier League,Algeria,2022,1
Ederson,GK,89,94000000,200000,27,Manchester City,English Premier League,Brazil,2022,1
Bernardo Silva,"CAM, CM, RW",86,80000000,200000,26,Manchester City,English Premier League,Portugal,2022,1
João Cancelo,"RB, LB",86,71500000,185000,27,Manchester City,English Premier League,Portugal,2022,1
A. Laporte,CB,86,77000000,185000,27,Manchester City,English Premier League,Spain,2022,1
İ. Gündoğan,"CM, CDM",85,51500000,185000,30,Manchester City,English Premier League,Germany,2022,1
J. Grealish,"LW, LM, CAM",84,50500000,180000,25,Manchester City,English Premier League,England,2022,1
Rodri,CDM,86,81000000,175000,25,Manchester City,English Premier League,Spain,2022,1
Rúben Dias,CB,87,102500000,170000,24,Manchester City,English Premier League,Portugal,2022,1
K. Walker,RB,85,39000000,170000,31,Manchester City,English Premier League,England,2022,1
Gabriel Jesus,ST,83,52500000,150000,24,Manchester City,English Premier League,Brazil,2022,1
J. Stones,CB,83,41000000,140000,27,Manchester City,English Premier League,England,2022,1
P. Foden,"CAM, LW, CM",84,94500000,125000,21,Manchester City,English Premier League,England,2022,1
Ferran Torres,"RW, ST",82,68500000,120000,21,Manchester City,English Premier League,Spain,2022,1
B. Mendy,LB,79,19000000,105000,26,Manchester City,English Premier League,France,2022,1
Fernandinho,"CDM, CB",83,7000000,100000,36,Manchester City,English Premier League,Brazil,2022,1
O. Zinchenko,"LB, CDM",80,29500000,95000,24,Manchester City,English Premier League,Ukraine,2022,1
N. Aké,CB,78,16500000,95000,26,Manchester City,English Premier League,Netherlands,2022,1
Z. Steffen,GK,77,12000000,73000,26,Manchester City,English Premier League,United States,2022,1
S. Carson,GK,67,110000,15000,35,Manchester City,English Premier League,England,2022,1
L. Bolton,"RB, RWB, RM",64,1100000,14000,21,Manchester City,English Premier League,England,2022,1
C. Palmer,"RW, CAM",64,1600000,14000,19,Manchester City,English Premier League,England,2022,1
Kayky,RW,66,2700000,12000,18,Manchester City,English Premier League,Brazil,2022,1
Iker Pozo,CDM,57,375000,10000,20,Manchester City,English Premier League,Spain,2022,1
L. Delap,ST,64,1900000,9000,18,Manchester City,English Premier League,England,2022,1
J. Braaf,"LW, RW",64,1600000,9000,18,Manchester City,English Premier League,Netherlands,2022,1
S. Edozie,LW,62,1100000,7000,18,Manchester City,English Premier League,England,2022,1
J. McAtee,CAM,61,825000,6000,18,Manchester City,English Premier League,England,2022,1
L. Mbete,CB,62,1000000,700,17,Manchester City,English Premier League,England,2022,1
R. Lavia,CDM,62,1200000,700,17,Manchester City,English Premier League,Belgium,2022,1
De Gea,GK,89,56000000,200000,28,Manchester United,English Premier League,Spain,2020,6
P. Pogba,"CM, CDM",88,72500000,250000,26,Manchester United,English Premier League,France,2020,6
A. Martial,"LW, ST, LM",83,34500000,140000,23,Manchester United,English Premier League,France,2020,6
M. Rashford,"ST, LM",83,35000000,120000,21,Manchester United,English Premier League,England,2020,6
Juan Mata,"CAM, RM",82,19500000,135000,31,Manchester United,English Premier League,Spain,2020,6
A. Sánchez,"LW, LM",82,21000000,145000,30,Manchester United,English Premier League,Chile,2020,6
H. Maguire,CB,82,23000000,120000,26,Manchester United,English Premier League,England,2020,6
J. Lingard,"CAM, RW",82,24000000,135000,26,Manchester United,English Premier League,England,2020,6
N. Matić,"CDM, CM",81,14500000,115000,30,Manchester United,English Premier League,Serbia,2020,6
L. Shaw,LB,81,20000000,95000,23,Manchester United,English Premier League,England,2020,6
V. Lindelöf,CB,81,22000000,95000,24,Manchester United,English Premier League,Sweden,2020,6
S. Romero,GK,80,9000000,86000,32,Manchester United,English Premier League,Argentina,2020,6
C. Smalling,CB,80,12500000,110000,29,Manchester United,English Premier League,England,2020,6
E. Bailly,CB,80,16500000,100000,25,Manchester United,English Premier League,Côte d'Ivoire,2020,6
P. Jones,CB,79,12500000,100000,27,Manchester United,English Premier League,England,2020,6
Fred,CM,79,15000000,110000,26,Manchester United,English Premier League,Brazil,2020,6
A. Wan-Bissaka,RB,79,17500000,71000,21,Manchester United,English Premier League,England,2020,6
M. Rojo,CB,78,8500000,95000,29,Manchester United,English Premier League,Argentina,2020,6
A. Young,"RB, LB",77,4000000,85000,33,Manchester United,English Premier League,England,2020,6
Andreas Pereira,"CM, CAM, RM",77,11500000,81000,23,Manchester United,English Premier League,Brazil,2020,6
S. McTominay,"CDM, CM",77,11500000,73000,22,Manchester United,English Premier League,Scotland,2020,6
M. Darmian,"LB, RB",75,5500000,79000,29,Manchester United,English Premier League,Italy,2020,6
Diogo Dalot,"RB, LB, RM",75,10000000,54000,20,Manchester United,English Premier League,Portugal,2020,6
A. Tuanzebe,"CB, RB",73,6500000,46000,21,Manchester United,English Premier League,England,2020,6
T. Fosu-Mensah,"RB, CB",73,5500000,46000,21,Manchester United,English Premier League,Netherlands,2020,6
L. Grant,GK,72,525000,30000,36,Manchester United,English Premier League,England,2020,6
D. James,"LM, LW, RM",72,5500000,46000,21,Manchester United,English Premier League,Wales,2020,6
A. Gomes,"CAM, CM, LW",68,1800000,12000,18,Manchester United,English Premier League,England,2020,6
C. Borthwick-Jackson,LB,67,925000,23000,22,Manchester United,English Premier League,England,2020,6
M. Greenwood,"CF, RM, ST",67,1500000,7000,17,Manchester United,English Premier League,England,2020,6
D. Mitchell,LB,66,1000000,20000,22,Manchester United,English Premier League,England,2020,6
T. Chong,"RW, LW, RM",65,1200000,14000,19,Manchester United,English Premier League,Netherlands,2020,6
J. Garner,"CDM, CM, CB",63,725000,5000,18,Manchester United,English Premier League,England,2020,6
Bruno Fernandes,"CAM, CM",87,105500000,195000,25,Manchester United,English Premier League,Portugal,2021,3
De Gea,GK,86,46500000,150000,29,Manchester United,English Premier League,Spain,2021,3
P. Pogba,"CM, CDM",86,77500000,190000,27,Manchester United,English Premier League,France,2021,3
M. Rashford,"LM, ST",85,86500000,150000,22,Manchester United,English Premier League,England,2021,3
A. Martial,ST,84,61000000,155000,24,Manchester United,English Premier League,France,2021,3
D. van de Beek,"CM, CAM",83,52000000,125000,23,Manchester United,English Premier League,Netherlands,2021,3
A. Wan-Bissaka,"RB, RWB",83,52000000,115000,22,Manchester United,English Premier League,England,2021,3
H. Maguire,CB,82,34500000,120000,27,Manchester United,English Premier League,England,2021,3
L. Shaw,LB,81,31000000,95000,24,Manchester United,English Premier League,England,2021,3
Fred,"CDM, CM",81,28000000,115000,27,Manchester United,English Premier League,Brazil,2021,3
S. Romero,GK,80,7000000,86000,33,Manchester United,English Premier League,Argentina,2021,3
N. Matić,"CDM, CM",80,15000000,105000,31,Manchester United,English Premier League,Serbia,2021,3
V. Lindelöf,CB,80,26500000,100000,25,Manchester United,English Premier League,Sweden,2021,3
D. Henderson,GK,80,36000000,70000,23,Manchester United,English Premier League,England,2021,3
Juan Mata,"CAM, RM",79,14000000,110000,32,Manchester United,English Premier League,Spain,2021,3
C. Smalling,CB,79,14500000,100000,30,Manchester United,English Premier League,England,2021,3
E. Bailly,CB,79,20500000,100000,26,Manchester United,English Premier League,Côte d'Ivoire,2021,3
S. McTominay,"CDM, CM",79,24500000,86000,23,Manchester United,English Premier League,Scotland,2021,3
O. Ighalo,ST,77,9000000,21000,31,Manchester United,English Premier League,Nigeria,2021,3
J. Lingard,"CAM, RM",77,11000000,95000,27,Manchester United,English Premier League,England,2021,3
D. James,"RM, LM",77,17000000,81000,22,Manchester United,English Premier League,Wales,2021,3
M. Greenwood,"RM, ST",77,24500000,33000,18,Manchester United,English Premier League,England,2021,3
Diogo Dalot,"RB, LB",76,16000000,57000,21,Manchester United,English Premier League,Portugal,2021,3
P. Jones,CB,75,4800000,79000,28,Manchester United,English Premier League,England,2021,3
M. Rojo,CB,75,4600000,76000,30,Manchester United,English Premier League,Argentina,2021,3
Andreas Pereira,"CAM, RM",75,7500000,72000,24,Manchester United,English Premier League,Brazil,2021,3
B. Williams,"LB, LWB",75,11500000,40000,19,Manchester United,English Premier League,England,2021,3
A. Tuanzebe,CB,73,6500000,55000,22,Manchester United,English Premier League,England,2021,3
T. Fosu-Mensah,"RB, CB",73,6500000,55000,22,Manchester United,English Premier League,Netherlands,2021,3
L. Grant,GK,70,180000,23000,37,Manchester United,English Premier League,England,2021,3
E. Laird,RB,66,2100000,7000,18,Manchester United,English Premier League,England,2021,3
T. Mengi,CB,65,1700000,6000,18,Manchester United,English Premier League,England,2021,3
E. Galbraith,"CDM, CAM, CM",63,1200000,9000,19,Manchester United,English Premier League,Northern Ireland,2021,3
Cristiano Ronaldo,"ST, LW",91,45000000,270000,36,Manchester United,English Premier League,Portugal,2022,2
Bruno Fernandes,CAM,88,107500000,250000,26,Manchester United,English Premier League,Portugal,2022,2
P. Pogba,"CM, LM",87,79500000,220000,28,Manchester United,English Premier League,France,2022,2
E. Cavani,ST,85,26000000,190000,34,Manchester United,English Premier League,Uruguay,2022,2
R. Varane,CB,86,68500000,180000,28,Manchester United,English Premier League,France,2022,2
H. Maguire,CB,84,42500000,155000,28,Manchester United,English Premier League,England,2022,2
J. Sancho,"RM, CF, LM",87,116500000,150000,21,Manchester United,English Premier League,England,2022,2
M. Rashford,"LM, ST",85,77500000,150000,23,Manchester United,English Premier League,England,2022,2
L. Shaw,LB,84,48500000,140000,25,Manchester United,English Premier League,England,2022,2
Alex Telles,LB,82,27500000,130000,28,Manchester United,English Premier League,Brazil,2022,2
A. Martial,"ST, LM",81,34500000,130000,25,Manchester United,English Premier League,France,2022,2
De Gea,GK,84,28000000,120000,30,Manchester United,English Premier League,Spain,2022,2
Fred,"CDM, CM",81,22500000,120000,28,Manchester United,English Premier League,Brazil,2022,2
A. Wan-Bissaka,RB,83,48500000,115000,23,Manchester United,English Premier League,England,2022,2
J. Lingard,CAM,79,17500000,115000,28,Manchester United,English Premier League,England,2022,2
D. van de Beek,"CM, CAM, CDM",81,38500000,110000,24,Manchester United,English Premier League,Netherlands,2022,2
V. Lindelöf,CB,80,23000000,105000,26,Manchester United,English Premier League,Sweden,2022,2
N. Matić,CDM,79,11500000,100000,32,Manchester United,English Premier League,Serbia,2022,2
E. Bailly,CB,79,17500000,100000,27,Manchester United,English Premier League,Côte d'Ivoire,2022,2
Juan Mata,"CAM, RM",78,9000000,100000,33,Manchester United,English Premier League,Spain,2022,2
S. McTominay,"CDM, CM",80,27500000,90000,24,Manchester United,English Premier League,Scotland,2022,2
P. Jones,CB,74,3500000,73000,29,Manchester United,English Premier League,England,2022,2
D. Henderson,GK,80,36000000,70000,24,Manchester United,English Premier League,England,2022,2
Diogo Dalot,"RB, LB",76,11500000,68000,22,Manchester United,English Premier League,Portugal,2022,2
M. Greenwood,"RM, ST",78,30500000,56000,19,Manchester United,English Premier League,England,2022,2
T. Heaton,GK,76,825000,42000,35,Manchester United,English Premier League,England,2022,2
A. Diallo,RM,68,3100000,12000,18,Manchester United,English Premier League,Côte d'Ivoire,2022,2
A. Elanga,"LM, ST",65,1700000,12000,19,Manchester United,English Premier League,Sweden,2022,2
L. Grant,GK,65,80000,11000,38,Manchester United,English Premier League,England,2022,2
T. Mengi,CB,64,1400000,10000,19,Manchester United,English Premier League,England,2022,2
H. Mejbri,"CAM, CM",62,1300000,6000,18,Manchester United,English Premier League,Tunisia,2022,2
D. Hoogewerf,"RM, CF",60,625000,5000,18,Manchester United,English Premier League,Netherlands,2022,2
S. Shoretire,"RM, LM",62,1200000,2000,17,Manchester United,English Premier League,England,2022,2
M. Dúbravka,GK,80,11500000,37000,30,Newcastle United,English Premier League,Slovakia,2020,13
M. Almirón,"LW, CF",80,18500000,52000,25,Newcastle United,English Premier League,Paraguay,2020,13
F. Schär,CB,79,13500000,43000,27,Newcastle United,English Premier League,Switzerland,2020,13
A. Saint-Maximin,"RW, LW, ST",79,17500000,45000,22,Newcastle United,English Premier League,France,2020,13
F. Lejeune,CB,78,10500000,41000,28,Newcastle United,English Premier League,France,2020,13
J. Lascelles,CB,78,12000000,37000,25,Newcastle United,English Premier League,England,2020,13
Joelinton,"ST, CAM",78,14500000,41000,22,Newcastle United,English Premier League,Brazil,2020,13
J. Shelvey,"CM, CDM",77,10000000,40000,27,Newcastle United,English Premier League,England,2020,13
Ki Sung Yueng,"CM, CDM",76,7000000,37000,30,Newcastle United,English Premier League,Korea Republic,2020,13
F. Fernández,CB,76,6000000,34000,30,Newcastle United,English Premier League,Argentina,2020,13
D. Gayle,"ST, LW",76,8000000,42000,28,Newcastle United,English Premier League,England,2020,13
I. Hayden,"CDM, CM",76,10000000,29000,24,Newcastle United,English Premier League,England,2020,13
D. Yedlin,"RWB, RB",76,8500000,33000,25,Newcastle United,English Premier League,United States,2020,13
A. Carroll,ST,75,6500000,39000,30,Newcastle United,English Premier League,England,2020,13
C. Clark,CB,75,6500000,34000,29,Newcastle United,English Premier League,Republic of Ireland,2020,13
M. Ritchie,"LWB, RM",75,5500000,34000,29,Newcastle United,English Premier League,Scotland,2020,13
P. Dummett,"CB, LB",75,6500000,33000,27,Newcastle United,English Premier League,Wales,2020,13
J. Willems,"LWB, LB, LM",75,7500000,27000,25,Newcastle United,English Premier League,Netherlands,2020,13
Y. Mutō,"ST, CF",75,8000000,39000,26,Newcastle United,English Premier League,Japan,2020,13
H. Saivet,"CAM, CM, CDM",74,5500000,34000,28,Newcastle United,English Premier League,Senegal,2020,13
C. Atsu,"LM, RM",74,6000000,33000,27,Newcastle United,English Premier League,Ghana,2020,13
E. Krafth,RB,74,6500000,26000,24,Newcastle United,English Premier League,Sweden,2020,13
Manquillo,"RWB, RB, LWB",74,6500000,29000,25,Newcastle United,English Premier League,Spain,2020,13
K. Darlow,GK,73,3500000,24000,28,Newcastle United,English Premier League,England,2020,13
S. Longstaff,"CM, CAM",72,5500000,20000,21,Newcastle United,English Premier League,England,2020,13
J. Colback,"CDM, CM",71,2000000,23000,29,Newcastle United,English Premier League,England,2020,13
R. Elliot,GK,70,950000,15000,33,Newcastle United,English Premier League,Republic of Ireland,2020,13
R. Aarons,LM,70,2500000,18000,23,Newcastle United,English Premier League,England,2020,13
A. Lazaar,"LB, LM",67,750000,12000,27,Newcastle United,English Premier League,Morocco,2020,13
Víctor Fernández,"LM, CAM, RM",63,800000,6000,21,Newcastle United,English Premier League,Spain,2020,13
M. Longstaff,"CM, CDM",62,650000,4000,19,Newcastle United,English Premier League,England,2020,13
J. Sterry,RB,61,325000,5000,23,Newcastle United,English Premier League,England,2020,13
O. Bailey,"CDM, CB",56,190000,4000,20,Newcastle United,English Premier League,England,2020,13
M. Dúbravka,GK,83,19000000,47000,31,Newcastle United,English Premier League,Slovakia,2021,13
A. Saint-Maximin,"LM, LW, ST",80,33500000,43000,23,Newcastle United,English Premier League,France,2021,13
R. Fraser,LM,79,20500000,47000,26,Newcastle United,English Premier League,Scotland,2021,13
C. Wilson,ST,78,14500000,48000,28,Newcastle United,English Premier League,England,2021,13
F. Schär,CB,78,14000000,41000,28,Newcastle United,English Premier League,Switzerland,2021,13
M. Almirón,"CAM, RM, LW",78,16500000,43000,26,Newcastle United,English Premier League,Paraguay,2021,13
M. Ritchie,"RM, LWB",77,10000000,40000,30,Newcastle United,English Premier League,Scotland,2021,13
J. Shelvey,CM,77,10500000,42000,28,Newcastle United,English Premier League,England,2021,13
F. Fernández,CB,77,7000000,37000,31,Newcastle United,English Premier League,Argentina,2021,13
J. Lascelles,CB,77,13000000,37000,26,Newcastle United,English Premier League,England,2021,13
I. Hayden,"CDM, CM",77,12500000,35000,25,Newcastle United,English Premier League,England,2021,13
C. Clark,CB,76,6000000,34000,30,Newcastle United,English Premier League,Republic of Ireland,2021,13
Manquillo,"RWB, RB, LWB",76,9000000,34000,26,Newcastle United,English Premier League,Spain,2021,13
D. Yedlin,"RWB, RB",76,8000000,34000,26,Newcastle United,English Premier League,United States,2021,13
J. Hendrick,"RM, CAM, CM",75,5500000,37000,28,Newcastle United,English Premier League,Republic of Ireland,2021,13
P. Dummett,"CB, LB",75,5500000,34000,28,Newcastle United,English Premier League,Wales,2021,13
Joelinton,"ST, LM",75,9000000,34000,23,Newcastle United,English Premier League,Brazil,2021,13
A. Carroll,ST,74,3600000,36000,31,Newcastle United,English Premier League,England,2021,13
C. Atsu,"LM, RM",74,4200000,34000,28,Newcastle United,English Premier League,Ghana,2021,13
D. Gayle,"ST, LW",74,4200000,37000,29,Newcastle United,English Premier League,England,2021,13
E. Krafth,RB,74,5000000,29000,25,Newcastle United,English Premier League,Sweden,2021,13
J. Lewis,LB,74,9000000,26000,22,Newcastle United,English Premier League,Northern Ireland,2021,13
K. Darlow,GK,73,2500000,24000,29,Newcastle United,English Premier League,England,2021,13
S. Longstaff,"CM, CAM",73,7000000,26000,22,Newcastle United,English Premier League,England,2021,13
M. Longstaff,"CM, CDM",72,5500000,20000,20,Newcastle United,English Premier League,England,2021,13
M. Gillespie,GK,71,1700000,19000,28,Newcastle United,English Premier League,England,2021,13
J. Murphy,"RW, LW, RM",71,2400000,25000,25,Newcastle United,English Premier League,England,2021,13
R. Aarons,"LM, RW",70,2300000,18000,24,Newcastle United,English Premier League,England,2021,13
H. Saivet,"CAM, CM, CDM",66,850000,11000,29,Newcastle United,English Premier League,Senegal,2021,13
D. Barlaser,"CM, CDM",66,1900000,9000,23,Newcastle United,English Premier League,England,2021,13
E. Sørensen,ST,59,550000,5000,20,Newcastle United,English Premier League,Denmark,2021,13
L. Cass,"RB, CB",57,425000,4000,20,Newcastle United,English Premier League,England,2021,13
J. Young,"CM, CDM",56,400000,3000,19,Newcastle United,English Premier League,England,2021,13
C. Wilson,ST,79,17500000,53000,29,Newcastle United,English Premier League,England,2022,12
A. Saint-Maximin,"LM, ST",79,26500000,41000,24,Newcastle United,English Premier League,France,2022,12
M. Dúbravka,GK,81,13000000,40000,32,Newcastle United,English Premier League,Slovakia,2022,12
M. Almirón,"CAM, CM, RM",77,12000000,40000,27,Newcastle United,English Premier League,Paraguay,2022,12
J. Lascelles,CB,77,12000000,37000,27,Newcastle United,English Premier League,England,2022,12
J. Shelvey,"CM, CDM",75,5500000,37000,29,Newcastle United,English Premier League,England,2022,12
F. Schär,CB,76,7000000,36000,29,Newcastle United,English Premier League,Switzerland,2022,12
R. Fraser,LM,75,6000000,36000,27,Newcastle United,English Premier League,Scotland,2022,12
I. Hayden,"CDM, CM, CB",76,9000000,34000,26,Newcastle United,English Premier League,England,2022,12
J. Hendrick,"CM, RM",74,4100000,34000,29,Newcastle United,English Premier League,Republic of Ireland,2022,12
C. Clark,CB,75,3800000,33000,31,Newcastle United,English Premier League,Republic of Ireland,2022,12
F. Fernández,CB,75,3600000,33000,32,Newcastle United,English Premier League,Argentina,2022,12
D. Gayle,ST,73,3000000,33000,30,Newcastle United,English Premier League,England,2022,12
P. Dummett,"CB, LB",74,3500000,32000,29,Newcastle United,English Premier League,Wales,2022,12
Joelinton,"ST, LM",74,6000000,32000,24,Newcastle United,English Premier League,Brazil,2022,12
M. Ritchie,LWB,74,3100000,30000,31,Newcastle United,English Premier League,Scotland,2022,12
Manquillo,"RB, RWB, LB",74,4400000,30000,27,Newcastle United,English Premier League,Spain,2022,12
K. Darlow,GK,76,5500000,28000,30,Newcastle United,English Premier League,England,2022,12
